epoch,C-loss,D-loss
401,0.26133589616321384,1.5002887900557367e-06
402,0.38052033864375917,1.1985622905658775e-07
403,0.28168833192877446,3.951310953675084e-06
404,0.15710073473456732,0.0001797508793122773
405,0.22972342278499122,8.191002598427031e-07
406,0.10942438300044663,0.0025451230358039213
407,0.12041738024802112,8.884005656226908e-06
408,0.1875623549022706,3.2872109015399274e-07
409,0.062348084908357096,2.371658316426408e-06
410,0.07814880652432526,0.0001345634240940234
411,0.12040169733075028,8.823462655932597e-07
412,0.07572516150955283,9.563696113824277e-05
413,0.03676727888330635,5.529968232133115e-07
414,0.03213141559362223,6.986230760430064e-07
415,0.032893015020563424,1.6591463833137545e-06
416,0.06372963009098437,5.756133036764399e-07
417,0.03785336689448342,1.7278386159667593e-05
418,0.06323398124472919,7.248168937223083e-07
419,0.07092230449103425,1.2696986906868898e-09
420,0.04402857495909405,3.341173174146381e-07
421,0.045192272835839445,9.728491403129744e-09
422,0.07579056755331515,6.36029434236416e-07
423,0.08155994619267,1.8089247623481735e-06
424,0.04453019378812559,2.7427456290799373e-06
425,0.060772242772781364,1.6615544624919637e-10
426,0.06290762221871754,7.904063800292052e-05
427,0.04100631892866642,9.305889909409089e-05
428,0.03914018141622745,4.54193304632943e-09
429,0.05596252371601225,1.4788940177952588e-09
430,0.03893269171722166,6.1388248791606615e-06
431,0.041014082740074426,1.5702924522559098e-07
432,0.05491519403214014,9.140116515577831e-07
433,0.049406847977724905,1.2521052310134281e-08
434,0.040240347558634426,2.347555647141889e-06
435,0.038617248582559424,1.6279730796752381e-06
436,0.13194401679614878,5.050794719999049e-08
437,0.018837922360857386,0.0003011308414523656
438,0.085594198235263,8.041647282202682e-08
439,0.06379071861413767,4.598127910112484e-07
440,0.0758459726640232,7.383471923170046e-09
441,0.047122550569986044,1.7751643299655843e-11
442,0.03528418938539343,1.504612295096488e-10
443,0.051802635253596525,0.0001692795971496871
444,0.08192001657713549,1.015087735054549e-05
445,0.058367579518125434,7.970070262635884e-08
446,0.02977898733368423,2.9410720997546236e-06
447,0.03774933864091405,3.867621562417374e-10
406,40778.226961135864
407,40154.8760433197
408,38159.24530220032
409,36658.9551486969
410,36184.87177467346
411,34857.178298950195
412,33534.49979972839
413,32743.82123374939
414,31613.207983970642
415,31705.172370910645
416,30009.552490234375
417,30308.949098587036
418,28871.94092941284
419,28194.682538986206
420,28141.7583026886
421,27739.90731906891
422,27756.760738372803
423,27071.85873413086
424,27112.951301574707
425,25692.338229179382
426,26992.509841918945
427,26293.882469177246
428,25527.003789901733
429,24896.378190994263
430,24641.171721458435
431,25045.649359703064
432,23948.213355064392
433,24023.504581451416
434,23373.961617469788
435,23475.884280204773
436,23837.563494682312
437,23215.488046646118
438,23050.46368789673
439,22406.925713539124
440,22235.482562065125
441,22656.610313415527
442,22465.801215171814
443,22443.864844322205
444,21797.402521133423
445,21504.5458984375
446,21740.131262779236
447,21195.188090324402
448,21417.56244659424
449,20997.822016716003
450,21626.066683769226
451,20681.738710403442
452,20729.403151512146
453,20639.233620643616
454,21044.42970275879
455,20060.290038108826
456,19948.84948158264
457,19944.1303730011
458,20179.874230384827
459,20259.521209716797
460,19823.479464530945
461,19529.000549316406
462,19630.869092941284
463,19222.92335128784
464,19797.420855522156
465,19491.25174999237
466,19369.97481250763
467,18947.508482933044
468,19039.559413909912
469,18889.914293289185
470,18499.07752609253
471,18607.93004131317
472,18313.876945495605
473,18292.20962190628
474,18635.815571784973
475,18453.231152534485
476,18272.44300174713
477,18616.30190563202
478,18209.725061416626
479,17555.927233695984
480,17575.341270446777
481,17425.235842704773
482,17773.457941055298
483,18141.88123703003
484,17966.122245788574
485,17490.648571014404
486,17850.00305557251
487,17285.019894599915
488,17746.532464027405
489,17420.6406583786
490,17076.08100414276
491,17254.893383979797
492,16923.547805786133
493,16807.747546195984
494,16862.420384407043
495,16860.239581108093
496,16640.7632894516
497,16993.85624408722
498,16701.595211029053
499,16125.243957042694
500,16704.908898353577
501,16216.244936943054
502,16248.991168022156
503,16132.620607376099
504,16007.561572551727
505,16235.706713676453
506,16048.554693222046
507,16276.429508209229
508,16219.21270942688
509,15889.01191520691
510,15674.64133644104
511,15704.459456920624
512,16006.686918258667
513,15789.02413034439
514,15570.824989318848
515,15854.446706295013
516,15742.626156806946
517,15553.542713165283
518,15889.040356636047
519,15636.129353523254
520,15511.468914985657
521,15689.640557289124
522,15418.944703102112
523,15490.53043460846
524,14598.110957145691
525,14910.135243415833
526,15165.62748336792
527,15305.41706943512
528,15340.074042320251
529,15166.481017112732
530,15237.059484481812
531,15378.655625343323
532,14953.291066169739
533,14639.885971069336
534,14760.249641418457
535,14741.003415107727
536,14577.282351970673
537,14904.110540390015
538,14930.147386550903
539,14530.57074546814
540,14621.20424747467
541,14367.552384376526
542,14621.558673858643
543,14492.200140953064
544,14802.17380619049
545,14302.56893157959
546,14118.403106689453
547,14372.625610351562
548,14142.02345085144
549,14046.046560287476
550,13919.687562942505
551,14293.90404701233
552,14124.236924171448
553,13996.537091732025
554,14173.904134750366
555,14093.01344871521
556,14124.03664112091
557,13861.078226089478
558,14038.853946685791
559,14048.064767360687
560,13879.215390205383
561,13535.99930858612
562,13979.752882957458
563,13823.338681221008
564,14001.182628631592
565,13868.30855846405
566,13666.47352218628
567,13820.061541557312
568,13503.204517364502
569,13440.241244316101
570,13783.908311843872
571,14171.8088722229
572,13447.948599815369
573,13411.75094985962
574,13527.510496139526
575,13506.780577659607
576,13346.73275756836
577,13507.824206352234
578,13252.171730041504
579,13407.247165203094
580,13314.299496650696
581,13402.049997329712
582,13159.277072429657
583,13058.988108158112
584,13179.894715309143
585,12873.78546667099
586,13049.598789215088
587,13244.315918445587
588,12995.784727573395
589,12960.29383277893
590,12827.832967758179
591,12925.061108589172
592,12989.8728723526
593,13092.77243232727
594,12789.509428024292
595,12759.823782920837
596,13150.37497997284
597,12748.03547668457
598,13156.11161994934
599,12616.529603481293
600,12480.665769577026
601,12783.208478927612
602,13093.450065135956
603,12849.879791736603
604,12911.074918270111
605,12736.670753002167
606,12828.452337741852
607,12840.038341522217
608,12724.022184371948
609,12710.200555801392
610,12512.410303115845
611,12821.217992782593
612,12374.906709194183
613,12617.740542411804
614,12412.690609931946
615,12697.530897140503
616,12476.277999401093
617,12407.59319114685
618,12176.607835769653
619,12376.797452926636
620,12412.191945552826
621,12512.898050308228
622,12500.29578256607
623,12393.057937145233
624,12453.015920162201
625,12685.20342540741
626,12034.505044937134
627,12704.345456123352
628,12378.158472061157
629,12017.742036819458
630,12067.442064285278
631,12307.022336959839
632,12181.742133140564
633,11968.364581108093
634,12195.638508319855
635,11794.292501449585
636,12029.212802886963
637,12168.718246459961
638,11995.284679412842
639,12216.773664474487
640,12226.492817878723
641,12335.967807292938
642,11933.375408649445
643,11973.183307170868
644,11897.275506019592
645,11838.124216556549
646,11752.906867980957
647,12152.324139595032
648,11939.267191886902
649,12005.220337867737
650,12095.626473903656
651,11898.083250045776
652,11720.286557674408
653,11629.65293931961
654,11538.421921253204
655,11732.821886062622
656,11871.173846244812
